era,player,runs,balls_faced,innings,matches,strike_rate,avg_per_innings,boundary_pct,dot_pct,six_of_boundaries_pct,impact_score
2008-2012,DT Christian,328,275,2,20,119.27272727272727,164.0,10.545454545454545,29.818181818181817,41.37931034482759,0.16160230180744883
2008-2012,AL Menaria,394,352,2,22,111.93181818181819,197.0,11.647727272727272,39.48863636363637,41.46341463414634,0.15954374195042623
2008-2012,PD Collingwood,203,156,2,7,130.12820512820514,101.5,14.102564102564102,36.53846153846153,59.09090909090909,0.1579928159996229
2008-2012,Azhar Mahmood,186,142,2,10,130.98591549295776,93.0,16.901408450704224,37.32394366197183,33.33333333333333,0.15597789538524315
2008-2012,J Botha,334,291,2,19,114.77663230240549,167.0,10.996563573883162,32.98969072164948,9.375,0.1519829105411775
2008-2012,S Vidyut,145,109,2,8,133.0275229357798,72.5,22.018348623853214,44.95412844036697,12.5,0.15105189461912238
2008-2012,SM Pollock,147,111,2,8,132.43243243243242,73.5,18.01801801801802,37.83783783783784,40.0,0.1500715040021339
2008-2012,PP Chawla,336,296,2,39,113.51351351351352,168.0,13.513513513513514,41.55405405405405,22.5,0.14935680616530142
2008-2012,DB Das,229,186,2,16,123.11827956989248,114.5,15.591397849462366,41.39784946236559,37.93103448275862,0.14703688563107717
2008-2012,AC Voges,181,143,2,7,126.57342657342659,90.5,12.587412587412588,30.76923076923077,16.666666666666664,0.14389346151354138
2008-2012,STR Binny,135,103,2,9,131.06796116504856,67.5,15.53398058252427,34.95145631067961,25.0,0.14379624736147975
2008-2012,JEC Franklin,327,300,2,16,109.00000000000001,163.5,11.333333333333332,38.333333333333336,26.47058823529412,0.13605221812623386
2008-2012,MN van Wyk,163,131,2,5,124.42748091603053,81.5,14.50381679389313,31.297709923664126,5.263157894736842,0.13423609800243705
2008-2012,S Anirudha,133,105,2,10,126.66666666666666,66.5,15.238095238095239,39.04761904761905,43.75,0.13246784848560664
2008-2012,B Chipli,264,233,2,20,113.30472103004293,132.0,14.163090128755366,40.772532188841204,18.181818181818183,0.1313594672756657
2008-2012,Salman Butt,192,160,2,7,120.0,96.0,20.0,46.875,6.25,0.1303705779219451
2008-2012,P Kumar,243,212,2,37,114.62264150943395,121.5,13.679245283018867,48.58490566037736,48.275862068965516,0.12950701610721443
2008-2012,AB Agarkar,165,135,2,16,122.22222222222223,82.5,13.333333333333334,35.55555555555556,27.77777777777778,0.12928899519300835
2008-2012,Y Nagar,285,259,2,20,110.03861003861005,142.5,11.196911196911197,38.996138996138995,31.03448275862069,0.12841247506727277
2008-2012,SP Fleming,192,162,2,10,118.5185185185185,96.0,17.901234567901234,48.148148148148145,10.344827586206897,0.1267208904605471
2008-2012,MD Mishra,235,206,2,17,114.07766990291262,117.5,15.53398058252427,47.0873786407767,25.0,0.12622190500789687
2008-2012,AS Raut,194,167,2,16,116.1676646706587,97.0,11.976047904191617,37.12574850299401,35.0,0.12141510830559549
2008-2012,EJG Morgan,172,147,2,13,117.00680272108843,86.0,15.646258503401361,43.53741496598639,17.391304347826086,0.11814033889932242
2008-2012,RE van der Merwe,137,116,2,13,118.10344827586208,68.5,14.655172413793101,44.827586206896555,47.05882352941176,0.11234330183871706
2008-2012,VVS Laxman,276,266,2,20,103.7593984962406,138.0,13.909774436090224,44.73684210526316,10.81081081081081,0.11075802100754706
2008-2012,M Kaif,259,249,2,22,104.01606425702812,129.5,11.244979919678714,44.57831325301205,21.428571428571427,0.10726240354865547
2008-2012,R Vinay Kumar,217,207,2,30,104.83091787439614,108.5,9.178743961352657,37.68115942028986,26.31578947368421,0.09907142781130976
2008-2012,AA Jhunjhunwala,217,209,2,15,103.82775119617224,108.5,11.483253588516746,42.58373205741627,20.833333333333336,0.09660008753944573
2008-2012,FY Fazal,183,172,2,11,106.3953488372093,91.5,13.372093023255813,38.95348837209303,4.3478260869565215,0.09466961739820083
2008-2012,R Bhatia,126,113,2,23,111.50442477876106,63.0,13.274336283185843,38.93805309734513,26.666666666666668,0.09341534047596405
2008-2012,DJ Harris,111,101,2,4,109.9009900990099,55.5,15.841584158415841,49.504950495049506,31.25,0.08582293103832418
2008-2012,A Mishra,185,181,2,29,102.20994475138122,92.5,10.497237569060774,37.569060773480665,15.789473684210526,0.08484434911769742
2008-2012,W Jaffer,130,121,2,8,107.43801652892562,65.0,14.049586776859504,46.28099173553719,17.647058823529413,0.08436886115082745
2008-2012,CA Pujara,173,168,2,12,102.97619047619047,86.5,13.690476190476192,45.83333333333333,17.391304347826086,0.08381819696292474
2008-2012,DL Vettori,121,112,2,16,108.03571428571428,60.5,11.607142857142858,35.714285714285715,15.384615384615385,0.08365594159965986
2008-2012,SP Goswami,241,251,2,16,96.01593625498009,120.5,11.155378486055776,45.81673306772908,7.142857142857142,0.08318303330504194
2008-2012,R Sathish,137,130,2,13,105.38461538461539,68.5,9.230769230769232,37.69230769230769,0.0,0.08100996051312773
2008-2012,RJ Harris,114,106,2,19,107.54716981132076,57.0,8.49056603773585,40.56603773584906,33.33333333333333,0.0807526599771661
2008-2012,M Kartik,110,104,2,12,105.76923076923077,55.0,7.6923076923076925,28.846153846153843,12.5,0.07540136160611079
2008-2012,AJ Finch,123,118,2,9,104.23728813559323,61.5,12.711864406779661,46.61016949152542,26.666666666666668,0.07478400857001315
2008-2012,K Goel,218,231,2,16,94.37229437229438,109.0,11.255411255411255,52.81385281385281,34.61538461538461,0.07354901958052772
2008-2012,N Saini,140,140,2,10,100.0,70.0,11.428571428571429,46.42857142857143,0.0,0.06847320741922991
2008-2012,NK Patel,121,119,2,6,101.68067226890756,60.5,12.605042016806722,47.05882352941176,6.666666666666667,0.0680000475130171
2008-2012,MN Samuels,124,123,2,8,100.8130081300813,62.0,9.75609756097561,43.90243902439025,41.66666666666667,0.06659098013883347
2008-2012,SB Styris,131,132,2,10,99.24242424242425,65.5,9.848484848484848,38.63636363636363,23.076923076923077,0.06442151866036747
2008-2012,SK Warne,197,213,2,27,92.48826291079813,98.5,9.389671361502346,46.948356807511736,30.0,0.06380843481288422
2008-2012,RJ Quiney,103,102,2,7,100.98039215686273,51.5,14.705882352941178,52.94117647058824,20.0,0.06190413750652709
2008-2012,R McLaren,156,165,2,11,94.54545454545455,78.0,9.090909090909092,39.39393939393939,6.666666666666667,0.058920826311698815
2008-2012,JDP Oram,106,107,2,11,99.06542056074767,53.0,10.2803738317757,43.925233644859816,45.45454545454545,0.05791498732815395
2008-2012,P Dogra,122,130,2,11,93.84615384615384,61.0,6.923076923076923,43.07692307692308,55.55555555555556,0.048942224580938956
2008-2012,Z Khan,98,107,2,19,91.58878504672897,49.0,10.2803738317757,47.66355140186916,9.090909090909092,0.03755345160520929
2008-2012,CJ Ferguson,98,117,2,8,83.76068376068376,49.0,7.6923076923076925,47.863247863247864,0.0,0.01826861850580238
2013-2017,DA Warner,2970,2058,3,75,144.31486880466474,990.0,19.87366375121477,34.88824101068999,27.87286063569682,0.7526284668333499
2013-2017,V Kohli,2774,2023,3,72,137.12308452792882,924.6666666666666,16.75729115175482,32.92140385565991,32.15339233038348,0.6947227444017015
2013-2017,SK Raina,2276,1640,2,79,138.78048780487805,1138.0,17.5,31.524390243902438,26.480836236933797,0.6826719098428737
2013-2017,RV Uthappa,2235,1646,2,73,135.78371810449573,1117.5,18.469015795868774,35.662211421628186,21.710526315789476,0.6653336703041437
2013-2017,RG Sharma,2224,1682,2,80,132.22354340071342,1112.0,16.468489892984543,33.88822829964328,32.49097472924188,0.6538920315695809
2013-2017,AB de Villiers,2171,1330,3,66,163.2330827067669,723.6666666666666,22.781954887218046,29.849624060150376,37.95379537953795,0.6354046517184269
2013-2017,AM Rahane,2228,1862,2,73,119.656283566058,1114.0,14.339419978517723,36.62728249194414,16.853932584269664,0.6239033725222266
2013-2017,DR Smith,1941,1462,2,68,132.76333789329686,970.5,20.588235294117645,46.44322845417236,30.89700996677741,0.5865040497199195
2013-2017,G Gambhir,2056,1710,2,75,120.23391812865498,1028.0,15.67251461988304,37.485380116959064,9.328358208955224,0.5835615239486575
2013-2017,S Dhawan,2006,1657,2,69,121.06216053108028,1003.0,16.113458056729026,38.805069402534706,12.734082397003746,0.5734609797330521
2013-2017,MS Dhoni,1775,1292,2,75,137.38390092879257,887.5,15.944272445820435,34.984520123839005,44.66019417475729,0.55757902746556
2013-2017,KD Karthik,1663,1308,2,72,127.14067278287462,831.5,15.749235474006115,35.24464831804281,20.87378640776699,0.5051487032483087
2013-2017,KA Pollard,1703,1158,3,75,147.06390328151986,567.6666666666666,18.739205526770295,35.66493955094992,50.69124423963134,0.499610996169423
2013-2017,YK Pathan,1413,996,2,64,141.86746987951807,706.5,18.27309236947791,33.032128514056225,36.26373626373626,0.48072398424958446
2013-2017,CH Gayle,1814,1281,4,58,141.60811865729897,453.5,21.85792349726776,47.85323965651834,48.214285714285715,0.47466764375405135
2013-2017,GJ Maxwell,1219,733,3,53,166.30286493860845,406.3333333333333,24.147339699863572,36.01637107776262,46.32768361581921,0.44776598604798445
2013-2017,SV Samson,1426,1144,2,62,124.65034965034964,713.0,14.772727272727273,37.76223776223776,33.72781065088758,0.44146558391334556
2013-2017,BB McCullum,1516,1098,3,56,138.06921675774134,505.3333333333333,20.58287795992714,42.07650273224044,33.6283185840708,0.439109143112671
2013-2017,PA Patel,1410,1130,2,65,124.7787610619469,705.0,18.4070796460177,41.50442477876106,10.576923076923077,0.4378968258927425
2013-2017,DA Miller,1454,1027,3,58,141.57740993184032,484.6666666666667,16.55306718597858,32.03505355404089,42.94117647058823,0.4350390311398461
2013-2017,Yuvraj Singh,1339,1028,2,61,130.25291828793775,669.5,17.801556420233464,43.190661478599225,40.43715846994536,0.4341424744886233
2013-2017,AJ Finch,1478,1108,3,55,133.39350180505417,492.6666666666667,19.314079422382672,41.335740072202164,25.70093457943925,0.4197986925038478
2013-2017,AT Rayudu,1330,1062,2,60,125.23540489642184,665.0,14.030131826741995,32.580037664783426,28.859060402684566,0.419596263075734
2013-2017,WP Saha,1181,900,2,52,131.22222222222223,590.5,16.0,35.22222222222222,28.47222222222222,0.39816498517915866
2013-2017,SR Watson,1380,1045,3,60,132.05741626794259,460.0,18.947368421052634,42.39234449760765,31.818181818181817,0.39641295306503155
2013-2017,SPD Smith,1339,1026,3,48,130.50682261208578,446.3333333333333,15.204678362573098,30.896686159844055,19.230769230769234,0.38418623095144533
2013-2017,KK Nair,1153,910,2,50,126.7032967032967,576.5,17.582417582417584,40.32967032967033,16.25,0.3802335028053583
2013-2017,MK Pandey,1409,1153,3,57,122.20294882914138,469.6666666666667,13.356461405030357,33.13096270598439,27.27272727272727,0.3780823427063996
2013-2017,M Vijay,1223,1070,2,51,114.29906542056074,611.5,14.485981308411214,43.925233644859816,20.0,0.3666725272111283
2013-2017,LMP Simmons,1079,848,2,29,127.24056603773586,539.5,18.04245283018868,43.86792452830189,28.75816993464052,0.36358847825951857
2013-2017,JP Duminy,1013,772,2,35,131.21761658031087,506.5,13.601036269430052,29.792746113989637,40.95238095238095,0.35736004126964566
2013-2017,M Vohra,957,720,2,41,132.91666666666666,478.5,18.055555555555554,42.083333333333336,26.923076923076923,0.3479478515719639
2013-2017,MEK Hussey,1018,817,2,30,124.60220318237454,509.0,15.911872705018359,37.2093023255814,20.76923076923077,0.3422768072921792
2013-2017,AD Russell,527,305,2,23,172.78688524590166,263.5,25.901639344262296,33.77049180327869,43.037974683544306,0.3417575067651344
2013-2017,MC Henriques,916,708,2,46,129.3785310734463,458.0,15.254237288135593,33.47457627118644,24.074074074074073,0.3292759360232282
2013-2017,V Sehwag,848,627,2,38,135.24720893141946,424.0,21.690590111642745,43.22169059011164,19.852941176470587,0.32722195869901693
2013-2017,F du Plessis,897,708,2,34,126.69491525423729,448.5,14.40677966101695,31.497175141242938,20.588235294117645,0.3180511820456543
2013-2017,KM Jadhav,786,576,2,48,136.45833333333331,393.0,16.145833333333336,30.208333333333332,33.33333333333333,0.3151508308261548
2013-2017,SS Iyer,806,627,2,32,128.548644338118,403.0,17.703349282296653,40.5103668261563,28.82882882882883,0.30052138390256056
2013-2017,RA Jadeja,825,657,2,60,125.57077625570776,412.5,12.480974124809741,30.136986301369863,26.82926829268293,0.2977988512842982
2013-2017,RR Pant,563,372,2,24,151.34408602150538,281.5,20.698924731182796,33.87096774193548,38.961038961038966,0.29767381905325596
2013-2017,CH Morris,433,264,2,28,164.0151515151515,216.5,20.833333333333336,25.757575757575758,40.0,0.2973230090955803
2013-2017,KH Pandya,480,303,2,19,158.41584158415841,240.0,21.782178217821784,32.34323432343234,30.303030303030305,0.29494138510671325
2013-2017,Q de Kock,725,548,2,26,132.2992700729927,362.5,20.255474452554743,41.42335766423358,18.91891891891892,0.29009285504841326
2013-2017,SE Marsh,876,689,3,28,127.14078374455733,292.0,17.706821480406386,37.735849056603776,14.754098360655737,0.28095882831066565
2013-2017,CA Lynn,376,232,2,11,162.06896551724137,188.0,22.844827586206897,34.48275862068966,43.39622641509434,0.2786878189731441
2013-2017,HM Amla,575,406,2,16,141.6256157635468,287.5,19.950738916256157,34.23645320197045,25.925925925925924,0.276645816607607
2013-2017,KL Rahul,724,575,2,30,125.91304347826086,362.0,14.782608695652174,34.95652173913044,28.235294117647058,0.2741173175026046
2013-2017,SN Khan,176,101,2,11,174.25742574257427,88.0,24.752475247524753,23.762376237623762,24.0,0.2601507597099202
2013-2017,MK Tiwary,675,549,2,32,122.95081967213115,337.5,14.754098360655737,34.790528233151186,20.98765432098765,0.2549216308500158
2013-2017,EJG Morgan,682,558,2,32,122.22222222222223,341.0,14.874551971326163,40.86021505376344,36.144578313253014,0.2548264358290985
2013-2017,JC Buttler,527,362,3,24,145.58011049723757,175.66666666666666,20.994475138121548,38.67403314917127,34.21052631578947,0.2548247279779816
2013-2017,STR Binny,630,500,2,47,126.0,315.0,14.399999999999999,37.0,34.72222222222222,0.2515065490818205
2013-2017,AR Patel,606,473,2,42,128.1183932346723,303.0,13.107822410147993,31.289640591966172,45.16129032258064,0.2508976366912772
2013-2017,RA Tripathi,391,267,2,14,146.44194756554307,195.5,22.47191011235955,39.325842696629216,28.333333333333332,0.24383233573761554
2013-2017,GJ Bailey,597,475,2,33,125.6842105263158,298.5,14.526315789473685,34.73684210526316,27.536231884057973,0.2427155612603936
2013-2017,HH Pandya,404,282,2,33,143.26241134751774,202.0,18.439716312056735,37.234042553191486,53.84615384615385,0.23915607159018448
2013-2017,CJ Anderson,521,399,2,26,130.5764411027569,260.5,17.543859649122805,43.859649122807014,42.857142857142854,0.23631351566819994
2013-2017,SA Yadav,602,457,3,41,131.72866520787747,200.66666666666666,16.192560175054705,33.69803063457331,28.37837837837838,0.23607939712462836
2013-2017,Mandeep Singh,629,525,2,35,119.80952380952381,314.5,16.380952380952383,41.14285714285714,11.627906976744185,0.23601325029829523
2013-2017,JP Faulkner,510,372,3,43,137.09677419354838,170.0,15.86021505376344,33.60215053763441,38.983050847457626,0.23043996222685026
2013-2017,NLTC Perera,394,270,3,26,145.92592592592592,131.33333333333334,16.666666666666664,33.33333333333333,57.77777777777777,0.2284059027373765
2013-2017,NV Ojha,587,493,2,41,119.06693711967546,293.5,12.981744421906694,40.36511156186612,43.75,0.22398545956719124
2013-2017,BJ Hodge,393,289,2,18,135.98615916955018,196.5,15.916955017301039,32.52595155709342,32.608695652173914,0.21855973093551748
2013-2017,DJ Hooda,367,266,2,30,137.9699248120301,183.5,14.661654135338345,31.203007518796994,51.28205128205128,0.21713352014800102
2013-2017,BA Stokes,316,221,2,11,142.98642533936652,158.0,16.7420814479638,28.95927601809955,40.54054054054054,0.217108094283704
2013-2017,SP Narine,262,177,2,28,148.0225988700565,131.0,25.98870056497175,45.76271186440678,26.08695652173913,0.21640267652879544
2013-2017,A Ashish Reddy,245,164,2,18,149.390243902439,122.5,16.463414634146343,28.04878048780488,51.85185185185185,0.21564399987415786
2013-2017,N Rana,433,337,2,15,128.486646884273,216.5,16.320474777448073,39.762611275964396,45.45454545454545,0.209797151030943
2013-2017,KS Williamson,411,317,2,15,129.65299684542586,205.5,14.511041009463725,31.545741324921135,23.91304347826087,0.2073284809399257
2013-2017,Harbhajan Singh,368,276,2,43,133.33333333333331,184.0,19.202898550724637,43.47826086956522,35.84905660377358,0.20595391507830202
2013-2017,DJ Bravo,423,339,2,38,124.7787610619469,211.5,15.929203539823009,38.34808259587021,18.51851851851852,0.1982344392238432
2013-2017,Shakib Al Hasan,379,287,3,22,132.05574912891987,126.33333333333333,16.02787456445993,32.05574912891986,26.08695652173913,0.19116053168994776
2013-2017,SS Tiwary,439,366,2,20,119.94535519125684,219.5,14.207650273224044,37.15846994535519,25.0,0.19021225972822023
2013-2017,AD Mathews,347,269,2,22,128.99628252788105,173.5,13.382899628252787,31.970260223048324,47.22222222222222,0.19017022139967157
2013-2017,MA Agarwal,448,381,2,29,117.58530183727034,224.0,16.010498687664043,43.30708661417323,22.950819672131146,0.18658354746959602
2013-2017,P Negi,316,242,2,25,130.57851239669424,158.0,15.289256198347106,38.01652892561984,40.54054054054054,0.18654071638863678
2013-2017,Ishan Kishan,319,246,2,15,129.67479674796746,159.5,19.10569105691057,42.27642276422765,27.659574468085108,0.18504283471249047
2013-2017,KP Pietersen,367,294,2,15,124.82993197278911,183.5,16.3265306122449,37.755102040816325,20.833333333333336,0.1847626348499412
2013-2017,RN ten Doeschate,198,141,2,15,140.4255319148936,99.0,17.73049645390071,31.914893617021278,36.0,0.18214658733908473
2013-2017,TM Head,204,147,2,10,138.77551020408163,102.0,13.60544217687075,27.2108843537415,40.0,0.1795386086481941
2013-2017,SW Billings,226,166,2,10,136.14457831325302,113.0,16.867469879518072,30.120481927710845,17.857142857142858,0.1783992239833853
2013-2017,R Dravid,471,424,2,17,111.08490566037736,235.5,16.27358490566038,46.93396226415094,7.246376811594203,0.17615440552005554
2013-2017,AC Gilchrist,294,229,2,13,128.38427947598254,147.0,20.52401746724891,44.54148471615721,12.76595744680851,0.17579311918294185
2013-2017,BJ Rohrer,193,141,3,8,136.8794326241135,64.33333333333333,18.439716312056735,36.87943262411347,19.230769230769234,0.16490581586599778
2013-2017,SR Tendulkar,287,231,2,14,124.24242424242425,143.5,19.047619047619047,42.857142857142854,11.363636363636363,0.16388976389298618
2013-2017,DJG Sammy,295,241,2,20,122.40663900414938,147.5,13.692946058091287,40.66390041493776,54.54545454545454,0.161309787568868
2013-2017,AP Tare,289,236,2,23,122.45762711864407,144.5,18.220338983050848,46.186440677966104,18.6046511627907,0.1599784845746461
2013-2017,DJ Hussey,351,302,2,15,116.22516556291392,175.5,13.245033112582782,36.423841059602644,30.0,0.15967935235393707
2013-2017,JH Kallis,462,450,2,22,102.66666666666666,231.0,12.222222222222221,43.77777777777778,12.727272727272727,0.15323037383392613
